timestamp,open,high,low,close,volume_btc,volume_usd
2020-01-01 00:00:00,7241.4,7272.82,7219.9,7254.37,1321.359,9585627.09
2020-01-01 01:00:00,7211.31,7269.89,7162.77,7240.05,3708.6106,26850526.17
2020-01-01 02:00:00,7279.8,7382.25,7265.9,7311.11,2114.4429,15458924.63
2020-01-01 03:00:00,7448.53,7538.9,7404.35,7478.87,724.4105,5417771.96
2020-01-01 04:00:00,7459.53,7485.96,7406.72,7453.35,1313.0153,9786362.59
2020-01-01 05:00:00,7394.61,7473.04,7372.82,7427.91,3391.8345,25194241.4
2020-01-01 06:00:00,7592.21,7639.89,7557.85,7604.61,1718.4292,13067983.88
2020-01-01 07:00:00,7712.39,7754.11,7627.95,7692.91,3040.4347,23389790.51
2020-01-01 08:00:00,7623.8,7671.57,7605.99,7639.51,1067.3787,8154250.25
2020-01-01 09:00:00,7722.72,7749.86,7664.62,7702.44,2270.4758,17488203.62
2020-01-01 10:00:00,7668.45,7722.69,7577.8,7649.67,2585.6166,19779113.74
2020-01-01 11:00:00,7577.69,7657.83,7535.73,7597.0,2093.2836,15902675.51
2020-01-01 12:00:00,7642.78,7710.54,7567.94,7625.33,1029.6943,7851758.84
2020-01-01 13:00:00,7425.6,7443.41,7344.72,7407.25,2334.6899,17293631.76
2020-01-01 14:00:00,7208.94,7277.0,7188.51,7216.34,3479.8578,25111837.04
2020-01-01 15:00:00,7135.48,7179.77,7114.33,7156.2,4826.283,34537846.4
2020-01-01 16:00:00,7049.69,7083.85,6993.02,7048.19,3958.132,27897666.38
2020-01-01 17:00:00,7111.96,7176.77,7027.02,7082.12,849.2789,6014695.08
2020-01-01 18:00:00,6996.12,7031.73,6975.6,6986.37,1399.8742,9780039.11
2020-01-01 19:00:00,6816.69,6858.03,6790.09,6839.06,440.1783,3010405.8
2020-01-01 20:00:00,7002.87,7019.95,6958.04,6990.1,721.4651,5043113.2
2020-01-01 21:00:00,6962.06,7003.76,6903.15,6967.13,1290.8807,8993733.65
2020-01-01 22:00:00,6981.26,7036.16,6941.42,6974.88,1037.6605,7237557.47
2020-01-01 23:00:00,6842.5,6910.75,6762.81,6826.52,1107.5638,7560806.43
2020-01-02 00:00:00,6772.47,6827.24,6703.95,6771.46,1192.3126,8073697.08
2020-01-02 01:00:00,6804.7,6865.21,6728.95,6783.4,1538.3595,10435307.83
2020-01-02 02:00:00,6681.77,6733.42,6620.31,6666.96,671.651,4477870.35
2020-01-02 03:00:00,6712.92,6773.73,6674.85,6705.2,1425.2832,9556808.91
2020-01-02 04:00:00,6622.25,6656.67,6611.63,6645.46,3457.6385,22977598.35
2020-01-02 05:00:00,6639.28,6701.49,6576.3,6617.05,1220.1849,8074024.49
2020-01-02 06:00:00,6586.58,6616.67,6530.08,6557.99,900.6002,5906127.11
2020-01-02 07:00:00,6716.38,6803.5,6688.45,6740.85,385.0935,2595857.52
2020-01-02 08:00:00,6739.37,6751.49,6690.92,6740.16,2524.8589,17017952.96
2020-01-02 09:00:00,6617.9,6683.24,6583.67,6633.9,4217.8145,27980559.61
2020-01-02 10:00:00,6733.5,6784.82,6664.23,6716.41,342.1324,2297901.47
2020-01-02 11:00:00,6608.7,6674.6,6563.87,6594.09,2734.5138,18031630.1
2020-01-02 12:00:00,6591.65,6667.8,6576.11,6615.41,3270.5636,21636119.15
2020-01-02 13:00:00,6445.82,6474.46,6388.53,6421.61,2982.6852,19153641.11
2020-01-02 14:00:00,6274.23,6332.17,6214.25,6294.31,4394.2349,27658676.67
2020-01-02 15:00:00,6332.3,6359.52,6261.67,6313.53,4338.6581,27392248.07
2020-01-02 16:00:00,6381.34,6401.74,6363.14,6384.09,333.6726,2130195.91
2020-01-02 17:00:00,6390.15,6421.86,6361.26,6401.14,1836.6726,11756798.45
2020-01-02 18:00:00,6368.84,6409.84,6309.29,6390.68,3370.6077,21540475.22
2020-01-02 19:00:00,6341.3,6400.24,6327.9,6362.45,4764.601,30314535.63
2020-01-02 20:00:00,6232.06,6289.12,6201.55,6221.99,4033.1897,25094465.98
2020-01-02 21:00:00,6158.53,6215.28,6134.75,6155.43,924.1171,5688338.12
2020-01-02 22:00:00,6090.41,6122.64,6053.02,6113.51,1432.0837,8755058.02
2020-01-02 23:00:00,6187.0,6221.74,6157.94,6211.06,3829.7896,23787052.99
2020-01-03 00:00:00,6217.0,6263.72,6206.31,6243.7,2383.8005,14883735.18
2020-01-03 01:00:00,6094.02,6114.1,6038.7,6079.2,2759.1471,16773407.05
2020-01-03 02:00:00,6122.3,6133.65,6097.8,6109.36,3064.4501,18721828.86
2020-01-03 03:00:00,6047.86,6101.99,6008.8,6074.68,561.293,3409675.36
2020-01-03 04:00:00,6017.23,6055.08,5980.16,6013.61,4287.0121,25780418.83
2020-01-03 05:00:00,6044.18,6107.04,6011.28,6069.39,4322.5155,26235032.35
2020-01-03 06:00:00,6188.75,6225.21,6153.95,6163.86,2367.7852,14594696.48
2020-01-03 07:00:00,6276.03,6301.44,6208.37,6250.58,3152.8838,19707352.42
2020-01-03 08:00:00,6184.76,6230.27,6142.39,6172.52,3316.5254,20471319.36
2020-01-03 09:00:00,6170.7,6222.77,6115.63,6144.51,989.1268,6077699.51
2020-01-03 10:00:00,6194.88,6220.38,6136.32,6175.65,607.2949,3750440.75
2020-01-03 11:00:00,6287.23,6298.36,6226.18,6266.64,152.3311,954604.16
2020-01-03 12:00:00,6226.57,6249.4,6215.17,6222.23,4568.765,28427906.65
2020-01-03 13:00:00,6193.48,6219.4,6180.31,6205.52,1761.2808,10929663.23
2020-01-03 14:00:00,6085.94,6134.93,6066.9,6103.16,474.8631,2898165.48
2020-01-03 15:00:00,5983.9,6008.67,5941.4,5994.26,2355.7099,14120737.63
2020-01-03 16:00:00,6075.72,6107.1,6030.36,6067.92,424.3443,2574887.26
2020-01-03 17:00:00,6171.7,6210.48,6123.45,6191.97,471.9912,2922555.35
2020-01-03 18:00:00,6170.97,6233.21,6123.67,6185.9,2469.9825,15279064.75
2020-01-03 19:00:00,6277.62,6287.47,6223.14,6279.63,2568.7415,16130746.19
2020-01-03 20:00:00,6297.46,6352.16,6269.81,6314.32,2921.7083,18448601.15
2020-01-03 21:00:00,6259.39,6275.2,6228.17,6253.85,3298.7418,20629836.41
2020-01-03 22:00:00,6314.99,6321.36,6235.06,6288.38,3357.9235,21115898.98
2020-01-03 23:00:00,6450.05,6506.96,6413.9,6434.09,2193.3336,14112105.78
2020-01-04 00:00:00,6441.97,6487.35,6398.15,6431.27,3235.4886,20808300.77
2020-01-04 01:00:00,6588.3,6600.76,6564.75,6582.85,1558.4618,10259120.26
2020-01-04 02:00:00,6324.07,6368.96,6265.73,6324.83,2234.4755,14132677.68
2020-01-04 03:00:00,6383.37,6445.09,6353.56,6403.44,1996.9689,12787470.53
2020-01-04 04:00:00,6437.75,6471.61,6393.76,6412.44,1679.0945,10767092.74
2020-01-04 05:00:00,6368.27,6414.79,6322.24,6384.32,1230.9256,7858622.93
2020-01-04 06:00:00,6367.62,6451.19,6347.23,6393.75,438.3721,2802841.61
2020-01-04 07:00:00,6219.28,6239.22,6144.89,6203.77,2554.2569,15846022.33
2020-01-04 08:00:00,6163.89,6212.3,6137.33,6183.95,2709.5765,16755885.6
2020-01-04 09:00:00,6209.72,6242.32,6166.37,6217.69,1713.9675,10656918.59
2020-01-04 10:00:00,6326.17,6406.62,6300.19,6356.15,4880.4271,31020726.71
2020-01-04 11:00:00,6284.48,6365.7,6232.54,6307.37,2806.958,17704522.68
2020-01-04 12:00:00,6211.15,6285.4,6154.8,6231.51,4450.6021,27733971.49
2020-01-04 13:00:00,6157.67,6235.82,6107.85,6185.23,2871.9223,17763499.97
2020-01-04 14:00:00,6280.6,6342.66,6216.62,6270.78,990.0835,6208595.81
2020-01-04 15:00:00,6323.57,6369.57,6290.25,6302.33,4874.3816,30719961.39
2020-01-04 16:00:00,6244.96,6301.4,6186.78,6252.88,4432.4083,27715317.21
2020-01-04 17:00:00,6325.25,6387.52,6259.94,6301.65,2382.8047,15015601.24
2020-01-04 18:00:00,6293.36,6318.16,6237.83,6311.45,1253.1366,7909108.99
2020-01-04 19:00:00,6392.61,6446.74,6346.84,6403.79,1152.2146,7378540.33
